[array([-0.04,  0.65]), 1.584177242571161, -0.9228536821795186, -0.2710867451936996]
[array([-0.07,  0.84]), 1.6288732048525592, -0.8099056135402045, -0.22639078291230152]
[array([-0.08,  0.93]), 1.6340812673405096, -0.8160029566642041, -0.22118272042435105]
[array([-0.08,  0.93]), 1.6340812673405096, -0.8160029566642041, -0.22118272042435105]
[array([-0.07,  1.01]), 1.579043182043495, -1.017122236687919, -0.27622080572136576]
[array([-0.08,  1.1 ]), 1.6293409530920933, -0.8790760392605346, -0.22592303467276742]
[array([-0.08,  1.1 ]), 1.6293409530920933, -0.8790760392605346, -0.22592303467276742]
[array([-0.09,  1.18]), 1.644026153418373, -0.8489104963216616, -0.21123783434648757]
[array([-0.09,  1.18]), 1.644026153418373, -0.8489104963216616, -0.21123783434648757]
[array([-0.09,  1.27]), 1.604687479275972, -0.9865483873244547, -0.2505765084888887]
[array([-0.09,  1.27]), 1.604687479275972, -0.9865483873244547, -0.2505765084888887]
[array([-0.09,  1.36]), 1.6122887372342587, -0.9953948734435438, -0.24297525053060198]
[array([-0.1 ,  1.45]), 1.610660345042148, -1.0099147105501298, -0.24460364272271273]
[array([-0.1 ,  1.45]), 1.610660345042148, -1.0099147105501298, -0.24460364272271273]
[array([-0.09,  1.55]), 1.5820325819863104, -1.1388062467874411, -0.2732314057785503]
[array([-0.09,  1.65]), 1.5408956951155797, -1.3037638585360332, -0.314368292649281]
[array([-0.09,  1.65]), 1.5408956951155797, -1.3037638585360332, -0.314368292649281]
[array([-0.1 ,  1.76]), 1.590659395413068, -1.1649467073631203, -0.2646045923517928]
[array([-0.1 ,  1.76]), 1.590659395413068, -1.1649467073631203, -0.2646045923517928]
[array([-0.1 ,  1.86]), 1.5949642500131118, -1.1831797935077029, -0.26029973775174886]
[array([-0.1 ,  1.86]), 1.5949642500131118, -1.1831797935077029, -0.26029973775174886]
[array([-0.1 ,  1.97]), 1.5706675214960992, -1.2903580787296667, -0.28459646626876145]
[array([-0.11,  2.08]), 1.622206570708716, -1.1485245233032544, -0.23305741705614458]
[array([-0.11,  2.08]), 1.622206570708716, -1.1485245233032544, -0.23305741705614458]
[array([-0.11,  2.08]), 1.622206570708716, -1.1485245233032544, -0.23305741705614458]
[array([-0.11,  2.08]), 1.622206570708716, -1.1485245233032544, -0.23305741705614458]
[array([-0.13,  2.32]), 1.6546920350102365, -1.100747175948612, -0.20057195275462414]
[array([-0.13,  2.32]), 1.6546920350102365, -1.100747175948612, -0.20057195275462414]
[array([-0.13,  2.32]), 1.6546920350102365, -1.100747175948612, -0.20057195275462414]
[array([-0.17,  2.56]), 1.674621949738759, -1.0680952374933848, -0.18064203802610157]
[array([-0.17,  2.56]), 1.674621949738759, -1.0680952374933848, -0.18064203802610157]
[array([-0.19,  2.68]), 1.7079303367825946, -0.989066967323743, -0.14733365098226603]
[array([-0.2 ,  2.81]), 1.690177720295934, -1.0668835837620052, -0.16508626746892663]
[array([-0.2 ,  2.81]), 1.690177720295934, -1.0668835837620052, -0.16508626746892663]
[array([-0.22,  2.93]), 1.7396209781427565, -0.9367420246648102, -0.11564300962210416]
[array([-0.22,  2.93]), 1.7396209781427565, -0.9367420246648102, -0.11564300962210416]
[array([-0.24,  3.06]), 1.7075074435048367, -1.0510455549747384, -0.14775654426002394]
[array([-0.24,  3.06]), 1.7075074435048367, -1.0510455549747384, -0.14775654426002394]
[array([-0.25,  3.19]), 1.696396677486641, -1.1103698922555245, -0.15886731027821965]
[array([-0.3 ,  3.31]), 1.7808358812310519, -0.8494275478524899, -0.07442810653380882]
[array([-0.3 ,  3.31]), 1.7808358812310519, -0.8494275478524899, -0.07442810653380882]
[array([-0.3 ,  3.45]), 1.6989715617321075, -1.1243246591709466, -0.15629242603275317]
[array([-0.3 ,  3.45]), 1.6989715617321075, -1.1243246591709466, -0.15629242603275317]
[array([-0.32,  3.58]), 1.703822878920951, -1.130668886225867, -0.1514411088439096]
[array([-0.32,  3.58]), 1.703822878920951, -1.130668886225867, -0.1514411088439096]
[array([-0.38,  3.7 ]), 1.8105548241352354, -0.8027645452194868, -0.04470916362962529]
[array([-0.38,  3.7 ]), 1.8105548241352354, -0.8027645452194868, -0.04470916362962529]
[array([-0.38,  3.7 ]), 1.8105548241352354, -0.8027645452194868, -0.04470916362962529]
[array([-0.43,  3.96]), 1.7796047259766952, -0.9136149487593651, -0.07565926178816551]
[array([-0.43,  3.96]), 1.7796047259766952, -0.9136149487593651, -0.07565926178816551]
[array([-0.49,  4.1 ]), 1.8465173333725784, -0.7008441698279142, -0.008746654392282283]
[array([-0.51,  4.23]), 1.8035762996540616, -0.8416072724763627, -0.051687688110799046]
[array([-0.51,  4.23]), 1.8035762996540616, -0.8416072724763627, -0.051687688110799046]
[array([-0.54,  4.37]), 1.7928207081386458, -0.8790028264500652, -0.062443279626214876]
[array([-0.54,  4.37]), 1.7928207081386458, -0.8790028264500652, -0.062443279626214876]
[array([-0.59,  4.5 ]), 1.8644350580064775, -0.6730376703020465, 0.009171070241616786]
[array([-0.59,  4.5 ]), 1.8644350580064775, -0.6730376703020465, 0.009171070241616786]
[array([-0.64,  4.65]), 1.866378133062723, -0.6580531740468843, 0.011114145297862255]
[array([-0.64,  4.65]), 1.866378133062723, -0.6580531740468843, 0.011114145297862255]
[array([-0.69,  4.79]), 1.8855140975145137, -0.5982782321184452, 0.03025010974965303]
[array([-0.73,  4.92]), 1.8853395645893145, -0.5987634315145177, 0.03007557682445383]
[array([-0.73,  4.92]), 1.8853395645893145, -0.5987634315145177, 0.03007557682445383]
[array([-0.73,  4.92]), 1.8853395645893145, -0.5987634315145177, 0.03007557682445383]
[array([-0.83,  5.21]), 1.8790825592209144, -0.5940646237615163, 0.023818571456053705]
[array([-0.83,  5.21]), 1.8790825592209144, -0.5940646237615163, 0.023818571456053705]
[array([-0.89,  5.33]), 1.9276870118292282, -0.44647629324203075, 0.07242302406436751]
[array([-0.89,  5.33]), 1.9276870118292282, -0.44647629324203075, 0.07242302406436751]
[array([-0.94,  5.47]), 1.9473039890228692, -0.3732396242313926, 0.09204000125800849]
[array([-0.94,  5.47]), 1.9473039890228692, -0.3732396242313926, 0.09204000125800849]
[array([-1.  ,  5.61]), 1.9338911337212923, -0.39762402552551185, 0.07862714595643161]
[array([-1.06,  5.74]), 1.9338911337212923, -0.3753993289570804, 0.07862714595643161]
[array([-1.06,  5.74]), 1.9835818792560473, -0.23545178624684768, 0.12831789149118666]
[array([-1.12,  5.87]), 1.9949139530233961, -0.18160924437129788, 0.13964996525853546]
[array([-1.12,  5.87]), 1.9949139530233961, -0.18160924437129788, 0.13964996525853546]
[array([-1.19,  6.  ]), 1.9911812173521561, -0.16965171722122285, 0.13591722958729546]
[array([-1.25,  6.13]), 2.024922620583411, -0.0443936870192061, 0.3591745874457579]
[array([-1.25,  6.13]), 2.024922620583411, -0.0443936870192061, 0.3591745874457579]
[array([-1.32,  6.25]), 2.0213797767347876, 0.013016440216043363, 0.35563174359713456]
[array([-1.32,  6.25]), 2.0213797767347876, 0.013016440216043363, 0.35563174359713456]
[array([-1.38,  6.39]), 2.0349596600457804, 0.09536317337907195, 0.36921162690812737]
[array([-1.38,  6.39]), 2.0349596600457804, 0.09536317337907195, 0.36921162690812737]
[array([-1.47,  6.51]), 2.083409127416517, 0.3241985992563968, 0.46002973901067845]
[array([-1.55,  6.65]), 2.086109500835202, 0.4172896438563431, 0.4627301124293637]
[array([-1.55,  6.65]), 2.086109500835202, 0.4172896438563431, 0.4627301124293637]
[array([-1.63,  6.78]), 2.1103500297503013, 0.5704009156294646, 0.4869706413444628]
[array([-1.63,  6.78]), 2.1103500297503013, 0.5704009156294646, 0.4869706413444628]
[array([-1.71,  6.9 ]), 2.1309021543571602, 0.7186415086627284, 0.5075227659513217]
[array([-1.71,  6.9 ]), 2.1309021543571602, 0.7186415086627284, 0.5075227659513217]
[array([-1.79,  7.03]), 2.139552006130044, 0.8370261111787076, 0.5161726177242056]
[array([-1.87,  7.16]), 2.116698141305655, 0.8435789241591336, 0.49331875289981664]
[array([-1.87,  7.16]), 2.116698141305655, 0.8435789241591336, 0.49331875289981664]
[array([-1.96,  7.28]), 2.1351913009939367, 0.9997909711632088, 0.5324058901597251]
[array([-1.96,  7.28]), 2.1351913009939367, 0.9997909711632088, 0.5324058901597251]
[array([-2.06,  7.41]), 2.1907751507480504, 1.3070365891724074, 0.5879897399138387]
[array([-2.06,  7.41]), 2.1907751507480504, 1.3070365891724074, 0.5879897399138387]
[array([-2.06,  7.41]), 2.1907751507480504, 1.3070365891724074, 0.5879897399138387]
[array([-2.23,  7.68]), 2.1505158154252224, 1.3554342594006465, 0.5477304045910107]
[array([-2.23,  7.68]), 2.1505158154252224, 1.3554342594006465, 0.5477304045910107]
[array([-2.33,  7.8 ]), 2.206038229589666, 1.6751151797475279, 0.6032528187554542]
[array([-2.33,  7.8 ]), 2.206038229589666, 1.6751151797475279, 0.6032528187554542]
[array([-2.33,  7.8 ]), 2.206038229589666, 1.6751151797475279, 0.6032528187554542]
[array([-2.48,  8.05]), 2.1324083735016313, 1.5634237869112388, 0.5296229626674196]
[array([-2.48,  8.05]), 2.1324083735016313, 1.5634237869112388, 0.5296229626674196]
