[-0.18457073643590372, -0.08628959100854078, 5]
[-0.1619811227080409, -0.07206242434187396, 5]
[-0.16320059133284082, -0.07040464656409638, 5]
[-0.16320059133284082, -0.07040464656409638, 5]
[-0.20342444733758377, -0.0879238132307629, 5]
[-0.17581520785210691, -0.07191353545298519, 5]
[-0.17581520785210691, -0.07191353545298519, 5]
[-0.16978209926433233, -0.06723909100854089, 5]
[-0.16978209926433233, -0.06723909100854089, 5]
[-0.19730967746489095, -0.07976097989742982, 5]
[-0.19730967746489095, -0.07976097989742982, 5]
[-0.19907897468870878, -0.07734142434187394, 5]
[-0.20198294211002596, -0.0778597576752073, 5]
[-0.20198294211002596, -0.0778597576752073, 5]
[-0.22776124935748823, -0.08697225767520748, 5]
[-0.2607527717072066, -0.10006653545298524, 5]
[-0.2607527717072066, -0.10006653545298524, 5]
[-0.23298934147262407, -0.0842262576752075, 5]
[-0.23298934147262407, -0.0842262576752075, 5]
[-0.23663595870154058, -0.08285597989742974, 5]
[-0.23663595870154058, -0.08285597989742974, 5]
[-0.25807161574593335, -0.09058986878631849, 5]
[-0.22970490466065088, -0.07418447989742961, 5]
[-0.22970490466065088, -0.07418447989742961, 5]
[-0.22970490466065088, -0.07418447989742961, 5]
[-0.22970490466065088, -0.07418447989742961, 5]
[-0.2201494351897224, -0.06384403545298505, 5]
[-0.2201494351897224, -0.06384403545298505, 5]
[-0.2201494351897224, -0.06384403545298505, 5]
[-0.21361904749867694, -0.05750014656409638, 5]
[-0.21361904749867694, -0.05750014656409638, 5]
[-0.1978133934647486, -0.04689775767520744, 5]
[-0.21337671675240105, -0.05254859100854086, 5]
[-0.21337671675240105, -0.05254859100854086, 5]
[-0.18734840493296204, -0.03681031323076299, 5]
[-0.18734840493296204, -0.03681031323076299, 5]
[-0.21020911099494768, -0.04703236878631845, 5]
[-0.21020911099494768, -0.04703236878631845, 5]
[-0.2220739784511049, -0.05056903545298506, 5]
[-0.16988550957049797, -0.023691202119651734, 5]
[-0.16988550957049797, -0.023691202119651734, 5]
[-0.22486493183418932, -0.04974942434187419, 5]
[-0.22486493183418932, -0.04974942434187419, 5]
[-0.2261337772451734, -0.04820520211965192, 5]
[-0.2261337772451734, -0.04820520211965192, 5]
[-0.16055290904389735, -0.014231368786318501, 5]
[-0.16055290904389735, -0.014231368786318501, 5]
[-0.16055290904389735, -0.014231368786318501, 5]
[-0.182722989751873, -0.024083091008540586, 5]
[-0.182722989751873, -0.024083091008540586, 5]
[-0.14016883396558283, -0.0027841465640963264, 5]
[-0.16832145449527253, -0.016452702119651715, 5]
[-0.16832145449527253, -0.016452702119651715, 5]
[-0.17580056529001303, -0.01987631323076307, 5]
[-0.17580056529001303, -0.01987631323076307, 5]
[-0.13460753406040932, 0.002919242324792589, 5]
[-0.13460753406040932, 0.002919242324792589, 5]
[-0.13161063480937688, 0.0035377423247926467, 5]
[-0.13161063480937688, 0.0035377423247926467, 5]
[-0.11965564642368905, 0.009628908991459233, 5]
[-0.11975268630290355, 0.009573353435903752, 5]
[-0.11975268630290355, 0.009573353435903752, 5]
[-0.11975268630290355, 0.009573353435903752, 5]
[-0.11881292475230325, 0.0075816867692369404, 5]
[-0.11881292475230325, 0.0075816867692369404, 5]
[-0.08929525864840615, 0.02305296454701476, 5]
[-0.08929525864840615, 0.02305296454701476, 5]
