[-0.0796257340092088, -0.03411684581392229, 5]
[-0.06402934647756463, -0.02398067914725578, 5]
[-0.06402934647756463, -0.02398067914725578, 5]
[-0.08896198622565009, -0.03488579025836688, 5]
[-0.08896198622565009, -0.03488579025836688, 5]
[-0.09288308138225024, -0.03713062359170015, 5]
[-0.09192707125026435, -0.03543917914725565, 5]
[-0.09192707125026435, -0.03543917914725565, 5]
[-0.05570362028035371, -0.01569812359169994, 5]
[-0.05570362028035371, -0.01569812359169994, 5]
[-0.05570362028035371, -0.01569812359169994, 5]
[-0.08060462058412914, -0.02661395692503333, 5]
[-0.08060462058412914, -0.02661395692503333, 5]
[-0.11802322596787258, -0.04584201248058884, 5]
[-0.11802322596787258, -0.04584201248058884, 5]
[-0.08593286381959085, -0.027378179147255547, 5]
[-0.09610125033194185, -0.03205640136947786, 5]
[-0.09610125033194185, -0.03205640136947786, 5]
[-0.10650679329017224, -0.0357762902583667, 5]
[-0.10650679329017224, -0.0357762902583667, 5]
[-0.08468813949767585, -0.024304901369477928, 5]
[-0.08468813949767585, -0.024304901369477928, 5]
[-0.11250973463586252, -0.036924234702811254, 5]
[-0.11250973463586252, -0.036924234702811254, 5]
[-0.08479333434924388, -0.02084517914725573, 5]
[-0.08877646298735709, -0.02084517914725573, 5]
[-0.11090863790697311, -0.03367290136947794, 5]
[-0.0998778939753118, -0.02729090136947773, 5]
[-0.0998778939753118, -0.02729090136947773, 5]
[-0.05653781260567524, -0.0032565124805888604, 5]
[-0.07058682262291455, -0.011452290258366877, 5]
[-0.07058682262291455, -0.011452290258366877, 5]
[-0.08136906942513925, -0.01660440136947779, 5]
[-0.08136906942513925, -0.01660440136947779, 5]
[-0.04909748178649011, 0.0021356541860775677, 5]
[-0.04909748178649011, 0.0021356541860775677, 5]
[-0.032151544328350566, 0.008443265297188852, -5]
[-0.060284640217952955, -0.005554068036144517, 5]
[-0.060284640217952955, -0.005554068036144517, 5]
[-0.06198760256111565, -0.0065291235916999065, 5]
[-0.06198760256111565, -0.0065291235916999065, 5]
