-25.7529583,28.2277357,0.02,205.40701
-25.75295833333333,28.227735733333333,0.02,205.40701
-25.75295833333333,28.227735733333333,0.02,205.40701
-25.752958366666665,28.227735733333333,0.03,205.40701
-25.752958366666665,28.227735733333333,0.03,205.40701
-25.752958399999997,28.227735766666665,0.01,205.40701
-25.752958399999997,28.227735766666665,0.01,205.40701
-25.752958399999997,28.227735766666665,0.02,205.40701
-25.752958399999997,28.227735766666665,0.02,205.40701
-25.752958399999997,28.227735799999994,0.01,205.40701
-25.752958399999997,28.227735799999994,0.01,205.40701
-25.752958399999997,28.227735799999994,0.02,205.40701
-25.752958399999997,28.227735799999994,0.02,205.40701
-25.752958399999997,28.227735799999994,0.01,205.40701
-25.752958399999997,28.227735799999994,0.01,205.40701
-25.752958399999997,28.227735799999994,0.03,205.40701
-25.752958399999997,28.227735799999994,0.03,205.40701
-25.752958399999997,28.227735799999994,0.01,205.40701
-25.752958433333333,28.22773583333333,0.01,205.40701
-25.752958433333333,28.22773583333333,0.01,205.40701
-25.752958466666666,28.227735866666666,0.01,205.40701
-25.752958466666666,28.227735866666666,0.01,205.40701
-25.752958499999995,28.2277359,0.0,205.40701
-25.752958499999995,28.2277359,0.0,205.40701
-25.752958499999995,28.2277359,0.0,205.40701
-25.752958499999995,28.2277359,0.0,205.40701
-25.752958499999995,28.22773593333333,0.06,205.40701
-25.752958499999995,28.22773593333333,0.06,205.40701
-25.75295853333333,28.227735966666668,0.02,205.40701
-25.75295853333333,28.227735966666668,0.02,205.40701
-25.75295853333333,28.227736000000004,0.02,205.40701
-25.75295853333333,28.227736000000004,0.02,205.40701
-25.752958566666667,28.227736000000004,0.01,205.40701
-25.752958566666667,28.227736000000004,0.01,205.40701
-25.75295853333333,28.227736000000004,0.04,205.40701
-25.75295853333333,28.227736000000004,0.04,205.40701
-25.752958566666667,28.227735966666668,0.06,205.40701
-25.752958566666667,28.227735966666668,0.06,205.40701
-25.752958566666667,28.227735999999997,0.1,191.16477333333333
-25.752958566666667,28.227735999999997,0.1,191.16477333333333
-25.7529586,28.227736000000004,0.11,203.79339333333334
-25.7529586,28.227736000000004,0.11,203.79339333333334
-25.7529586,28.227736066666665,0.09,216.42201333333335
-25.7529586,28.227736066666665,0.09,216.42201333333335
-25.752958666666668,28.227736133333334,0.14,222.64198333333334
-25.752958733333333,28.22773623333333,0.08,201.99109666666672
-25.752958733333333,28.22773623333333,0.08,201.99109666666672
-25.752958733333333,28.22773623333333,0.23,214.85504666666668
-25.752958733333333,28.22773623333333,0.23,214.85504666666668
-25.752958666666668,28.227736166666663,0.11,248.36988333333338
-25.752958666666668,28.227736166666663,0.11,248.36988333333338
-25.752958666666668,28.227736133333334,0.13,281.88472
-25.752958666666668,28.227736133333334,0.13,281.88472
-25.752958766666666,28.227736133333334,0.22,278.1641333333334
-25.752958766666666,28.227736133333334,0.22,278.1641333333334
-25.7529589,28.227736033333333,0.24,268.6516566666667
-25.7529589,28.227736033333333,0.24,268.6516566666667
-25.752959,28.227735733333333,0.37,256.5630966666667
-25.752959,28.227735733333333,0.37,256.5630966666667
-25.752959166666667,28.227735299999996,0.58,244.74938333333333
-25.752959166666667,28.227735299999996,0.58,244.74938333333333
-25.752959399999998,28.227734833333333,0.45,237.80778999999998
-25.752959399999998,28.227734833333333,0.45,237.80778999999998
-25.7529598,28.227734499999997,0.65,227.99542000000005
